OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
531;60648;60648;4η ΨΥΧΙΚΟΥ;Επί της ΤΡΙΦΥΛΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
532;60649;60649;5η ΨΥΧΙΚΟΥ;Επί της ΦΛΩΡΟΥ;Ναι, κακή κατάσταση;Όχι;Καλή;Όχι;Όχι;Μέτρια;
533;60650;60650;ΕΦΕΤΕΙΟ;Επί της ΣΩΚΡΑΤΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
534;60652;60652;7η ΨΥΧΙΚΟΥ;Επί της ΠΕΡΡΙΚΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
535;60653;60653;6η ΨΥΧΙΚΟΥ;Επί της ΜΠΑΚΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
536;60654;60654;5η ΨΥΧΙΚΟΥ;Επί της Ν.ΦΛΩΡΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
537;60655;60655;4η ΨΥΧΙΚΟΥ;Επί της ΤΡΙΦΥΛΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
538;60656;60656;3η ΨΥΧΙΚΟΥ;Επί της ΤΡΙΦΥΛΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
539;60658;60658;ΣΟΛΩΝΟΣ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
540;60659;60659;ΔΙΔΟΤΟΥ;Επί της ΑΣΚΛΗΠΙΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Μέτρια;
541;60660;60660;ΑΓ.ΝΙΚΟΛΑΟΥ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
542;60661;60661;ΚΑΛΛΙΔΡΟΜΙΟΥ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
543;60662;60662;ΤΣΙΜΙΣΚΗ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
544;60663;60663;ΛΑΣΚΑΡΕΩΣ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
545;60664;60664;ΔΙΓΕΝΗ ΑΚΡΙΤΑ;Επί της ΑΣΚΛΗΠΙΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
546;60666;60666;ΛΑΣΚΑΡΕΩΣ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Μέτρια;
547;60667;60667;ΤΣΙΜΙΣΚΗ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
548;60668;60668;ΚΑΛΛΙΔΡΟΜΙΟΥ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
549;60670;60670;ΑΚΑΔΗΜΙΑΣ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
550;60672;60672;ΙΠΠΟΚΡΑΤΕΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
551;60673;60673;ΠΛ.ΜΑΒΙΛΗ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
552;60674;60674;ΙΛΙΣΙΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
553;60675;60675;ΝΟΣΟΚ.ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
554;60676;60676;ΡΗΓΙΛΛΗΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
555;60677;60677;ΓΑΛΑΞΙΑΣ;Επί της ΜΕΣΟΓΕΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Ναι;Ναι;Καλή;
556;60679;60679;ΞΥΠΟΛΗΤΟΥ;Επί της ΜΕΣΟΓΕΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Όχι;Μέτρια;
557;60680;60680;ΣΧΟΛΗ ΑΣΤΥΝΟΜΙΑΣ;Επί της ΜΕΣΟΓΕΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
558;60683;60683;ΣΤΑΘΜΟΣ ΜΕΤΡΟ ΚΑΤΕΧΑΚΗ;Επί της ΚΑΤΕΧΑΚΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
559;60685;60685;ΠΑΛΑΙΟ ΤΕΡΜΑ ΕΛΛΗΝΩΡΩΣΩΝ;Επί της ΦΡΑΓΚΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
560;60686;60686;ΒΛΑΧΑΚΗ;Επί της ΦΡΑΓΚΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
561;60687;60687;ΝΕΟ ΤΕΡΜΑ ΕΛΛΗΝΟΡΩΣΩΝ;Επί της ΒΛΑΧΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
562;60688;60688;ΝΟΣΟΚΟΜΕΙΟ ΘΩΡΑΚΟΣ;Επί της ΜΕΣΟΓΕΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
563;60689;60689;ΝΟΣ.ΘΩΡΑΚΟΣ;Επί της ΜΕΣΟΓΕΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
564;60690;60690;ΣΤΑΘΜΟΣ ΜΕΤΡΟ ΚΑΤΕΧΑΚΗ;Επί της ΜΕΣΟΓΕΙΩΝ;;;;;;;
565;60691;60691;ΒΛΑΧΟΥ;Επί της ΓΕΩΡ.ΒΛΑΧΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
566;60692;60692;ΠΡΑΝΤΟΥΝΑ;Επί της ΠΡΑΝΤΟΥΝΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
567;60693;60693;ΚΑΤΕΧΑΚΗ;Επί της ΚΑΤΕΧΑΚΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
568;60694;60694;ΣΤΑΘΜΟΣ ΜΕΤΡΟ ΚΑΤΕΧΑΚΗ;Επί της ΜΕΣΟΓΕΙΩΝ;;;;;;;
569;60695;60695;ΤΡΙΚΑΛΩΝ;Επί της ΤΡΙΚΑΛΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
570;60697;60697;ΣΧΟΛΗ ΑΣΤΥΝΟΜΙΑΣ;Επί της ΜΕΣΟΓΕΙΩΝ;Όχι;Όχι;Καλή;Όχι;Ναι;Μέτρια;
571;60700;60700;ΤΡΙΚΑΛΩΝ;Επί της ΜΕΣΟΓΕΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Καλή;
572;60702;60702;ΚΑΡΑΝΙΚΑ;Επί της ΜΕΣΟΓΕΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
573;60703;60703;ΑΦΕΤΗΡΙΑ;Επί της ΣΙΝΑ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
574;60704;60704;ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Επί της ΦΕΙΔΙΠΠΙΔΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Καλή;
575;60705;60705;ΝΟΣΟΚ.ΠΑΙΔΩΝ;Επί της ΘΗΒΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
576;60706;60706;ΝΟΣΟΚΟΜΕΙΟ ΠΑΙΔΩΝ;Επί της ΘΗΒΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Ναι;Κακή;
577;60707;60707;ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Επί της ΦΩΚΙΔΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
578;60709;60709;ΛΑΙΚΟ;Επί της ΜΙΚΡΑΣ ΑΣΙΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
579;60711;60711;ΑΛΕΞ;Επί της ΜΙΚΡΑΣ ΑΣΙΑΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
580;60712;60712;ΚΑΦΕΝΕΙΟ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Όχι;Όχι;Κακή;Όχι;Ναι;Μέτρια;
581;60713;60713;ΙΛIΣΙΑ;Επί της ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
582;60717;60717;ΠΛ.ΚΛΑΥΘΜΩΝΟΣ;Επί της ΣΤΑΔΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
583;60718;60718;ΣΥΝΤΑΓΜΑ;Επί της ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
584;60722;60722;ΑΓΑΛΜΑ ΒΥΡΩΝΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
585;60724;60724;ΜΕΤΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
586;60725;60725;ΣΤΑΔΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Καλή;
587;60727;60727;ΠΛ.ΠΛΑΣΤΗΡΑ;Επί της ΑΡΧΙΜΗΔΟΥΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
588;60728;60728;ΠΛ.ΒΑΡΝΑΒΑ;Επί της ΕΜΠΕΔΟΚΛΕΟΥΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
589;60729;60729;ΜΕΛΙΣΣΟΥ;Επί της ΜΕΛΙΣΣΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
590;60730;60730;ΑΡΥΒΒΟΥ;Επί της ΑΡΥΒΒΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Κακή;
591;60731;60731;ΦΡΥΝΗΣ;Επί της ΦΡΥΝΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
592;60732;60732;ΓΕΦΥΡΑ;Επί της ΧΡΕΜΩΝΙΔΟΥ;Όχι;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
593;60733;60733;ΧΡΕΜΩΝΙΔΟΥ;Επί της ΧΡΕΜΩΝΙΔΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Καλή;
594;60734;60734;ΠΡΟΦ.ΗΛΙΑΣ;Επί της ΥΜΗΤΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
595;60735;60735;ΕΜΠΕΔΟΚΛΕΟΥΣ;Επί της ΕΜΠΕΔΟΚΛΕΟΥΣ;Όχι;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Ναι;Όχι;Κακή;
596;60737;60737;ΠΛ.ΠΛΑΣΤΗΡΑ;Επί της ΕΥΤΥΧΙΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
597;60738;60738;ΠΛ.ΠΛΑΣΤΗΡΑ;Επί της ΕΥΤΥΧΙΔΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
598;60739;60739;ΑΛΣΟΣ;Επί της ΕΥΤΥΧΙΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
599;60741;60741;ΦΙΛΟΛΑΟΥ;Επί της ΦΡΥΝΗΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Ναι;Μέτρια;
600;60742;60742;ΙΦΙΚΡΑΤΟΥΣ;Επί της ΙΦΙΚΡΑΤΟΥΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
601;60744;60744;ΑΛΣΟΣ;Επί της ΕΥΤΥΧΙΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
602;60747;60747;ΑΓ.ΣΠΥΡΙΔΩΝ;Επί της ΕΡΑΤΟΣΘΕΝΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
603;60748;60748;ΕΘΝΙΚΟ ΙΔΡΥΜΑ ΕΡΕΥΝΩΝ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
604;60749;60749;ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΡΙΖΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
605;60750;60750;ΡΙΖΑΡΗ;Επί της ΡΙΖΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
606;60751;60751;ΓΥΜΝΑΣΙΟ;Επί της ΣΠΥΡ.ΜΕΡΚΟΥΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
607;60752;60752;ΑΛΣΟΣ;Επί της ΣΠΥΡ.ΜΕΡΚΟΥΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
608;60753;60753;ΑΛΣΟΣ;Επί της ΣΠΥΡ.ΜΕΡΚΟΥΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
609;60754;60754;ΓΥΜΝΑΣΙΟ;Επί της ΣΠΥΡ.ΜΕΡΚΟΥΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
610;60755;60755;ΒΡΥΣΑΚΙ;Επί της ΦΟΡΜΙΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
611;60756;60756;ΒΡΥΣΑΚΙ;Επί της ΕΥΦΡΟΝΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
612;60757;60757;ΕΥΦΡΟΝΙΟΥ;Επί της ΕΥΦΡΟΝΙΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
613;60758;60758;2η ΡΙΖΑΡΗ;Επί της ΡΙΖΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
614;60759;60759;ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΡΙΖΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
615;60760;60760;ΠΙΝΑΚΟΘΗΚΗ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
616;60761;60761;ΠΙΝΑΚΟΘΗΚΗ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
617;60762;60762;ΚΑΡΑΒΕΛ;Επί της ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
618;60763;60763;ΝΟΣΟΚ.ΣΥΓΓΡΟΥ;Επί της ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
619;60764;60764;ΧΙΛΤΟΝ;Επί της ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
620;60765;60765;ΧΙΛΤΟΝ;Επί της ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
621;60766;60766;ΑΓ.ΧΑΡΑΛΑΜΠΟΣ;Επί της ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
622;60767;60767;ΣΟΛΩΝΟΣ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
623;60771;60771;ΖΑΓΟΡΑ;Επί της ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
624;60772;60772;ΜΕΤΡΟ ΣΥΓΓΡΟΥ-ΦΙΞ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;;;;;;;Ναι
625;60773;60773;ΑΚΡΟΠΟΛΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
626;60774;60774;ΣΥΝΤΑΓΜΑ;Επί της ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
627;60775;60775;ΑΚΡΟΠΟΛΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
628;60776;60776;ΜΕΤΡΟ ΣΥΓΓΡΟΥ-ΦΙΞ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;;;;;;;Ναι
629;60777;60777;ΑΓ.ΧΑΡΑΛΑΜΠΟΣ;Επί της ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
630;60778;60778;ΧΙΛΤΟΝ;Επί της ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
631;60779;60779;ΕΘΝΙΚΟ ΙΔΡΥΜΑ ΕΡΕΥΝΩΝ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
632;60780;60780;ΣΤΑΔΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
633;60781;60781;ΜΕΤΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
634;60786;60786;ΑΓΑΛΜΑ ΒΥΡΩΝΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
635;60789;60789;ΜΟΥΣΕΙΟ ΑΚΡΟΠΟΛΗΣ;Επί της ΜΙΣΑΡΑΛΙΩΤΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
636;60795;60795;ΜΗΤΡΟΠΟΛΗ;Επί της ΜΗΤΡΟΠΟΛΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
637;60805;60805;ΜΑΚΡΥΓΙΑΝΝΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
638;60806;60806;ΣΤ.ΣΥΓΓΡΟΥ-ΦΙΞ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
639;60807;60807;ΟΛΥΜΠΙΑΚΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Μέτρια;
640;60808;60808;ΓΕΦΥΡΑ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
641;60809;60809;ΑΓ.ΣΩΣΤΗΣ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
642;60810;60810;ΠΑΝΤΕΙΟΣ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
643;60811;60811;ΓΕΦΥΡΑ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
644;60813;60813;ΟΛΥΜΠΙΑΚΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
645;60814;60814;ΣΤ.ΣΥΓΓΡΟΥ-ΦΙΞ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
646;60835;60835;ΜΑΚΡΥΓΙΑΝΝΗ;Επί της ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Ναι;Μέτρια;
647;60836;60836;ΒΑΡΙΩΤΗ;Επί της ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
648;60837;60837;ΦΟΥΡΝΟΣ;Επί της ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Ναι;Μέτρια;
649;60838;60838;ΑΓ.ΙΩΑΝΝΗΣ;Επί της ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
650;60839;60839;ΚΑΡΠΟΥ;Επί της ΚΑΡΠΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
651;60840;60840;ΑΓ.ΙΩΑΝΝΗΣ;Επί της ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
652;60841;60841;ΚΑΦΑΝΤΑΡΗ;Επί της ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
653;60842;60842;ΚΑΦΑΝΤΑΡΗ;Επί της ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
654;60843;60843;ΑΓ.ΙΩΑΝΝΗΣ;Επί της ΗΛΙΟΥΠΟΛΕΩΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
655;60844;60844;ΛΑΙΚΗ;Επί της ΦΙΛΟΛΑΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
656;60845;60845;ΑΓ.ΑΡΤΕΜΙΟΣ;Επί της ΦΙΛΟΛΑΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
